1urvived,P2la11,1ex,Age,1ib1p,Par2h,Fare,Embarked,Title,Family1ize,Mother,2hild,De2k,2abinPo1
1,3,2,3,0,0,7.225,2,2,1,0,0,13.5,13.5
0,2,2,3,0,0,15.0458,2,2,1,0,0,13.5,13.5
0,3,2,3,0,0,7.2292,2,2,1,0,0,13.5,13.5
0,2,2,3,1,2,41.5792,2,2,4,0,0,13.5,13.5
0,3,2,3,0,0,7.225,2,2,1,0,0,13.5,13.5
0,3,2,3,1,0,14.4542,2,2,2,0,0,13.5,13.5
1,3,2,3,0,0,18.7875,2,2,1,0,0,13.5,13.5
0,3,2,3,1,0,14.4542,2,2,2,0,0,13.5,13.5
0,1,2,3,1,0,82.1708,2,2,2,0,0,13.5,13.5
0,3,2,3,0,0,7.2292,2,2,1,0,0,13.5,13.5
0,2,2,3,1,0,27.7208,2,2,2,0,0,13.5,13.5
1,3,2,3,0,0,7.8958,2,2,1,0,0,13.5,13.5
0,3,2,4,0,0,7.225,2,2,1,0,0,13.5,13.5
0,2,2,4,1,0,24,2,2,2,0,0,13.5,13.5
0,3,2,4,0,0,7.2292,2,2,1,0,0,13.5,13.5
0,2,2,4,1,1,37.0042,2,2,3,0,0,13.5,13.5
0,2,2,4,1,0,30.0708,2,2,2,0,0,13.5,13.5
0,3,2,4,0,0,7.8958,2,2,1,0,0,13.5,13.5
0,3,2,4,0,0,8.6625,2,2,1,0,0,13.5,13.5
0,3,2,4,0,0,6.4375,2,2,1,0,0,13.5,13.5
1,1,2,4,0,0,26.55,2,2,1,0,0,13.5,13.5
0,3,2,4,0,0,7.8958,2,2,1,0,0,13.5,13.5
0,3,2,5,0,0,7.225,2,2,1,0,0,13.5,13.5
0,3,2,5,0,0,7.225,2,2,1,0,0,13.5,13.5
0,1,2,6,0,1,61.3792,2,2,2,0,0,13.5,13.5
0,1,2,8,0,0,49.5042,2,2,1,0,0,13.5,13.5
1,1,2,3,0,1,63.3583,2,2,2,0,0,4,5
0,1,2,4,0,0,40.125,2,2,1,0,0,1,5
0,1,2,6,0,0,30.6958,2,2,1,0,0,1,5
0,1,2,8,0,0,34.6542,2,2,1,0,0,1,5
1,1,2,6,0,0,30.5,1,2,1,0,0,3,10
0,1,2,5,0,0,26.55,1,2,1,0,0,2,5
0,1,2,8,1,1,71,1,2,3,0,0,2,5
0,2,2,3,0,0,13,1,12,1,0,0,13.5,13.5
0,2,2,3,0,1,33,1,12,2,0,0,13.5,13.5
0,2,2,5,0,0,13,1,12,1,0,0,13.5,13.5
0,2,2,6,0,0,12.525,1,12,1,0,0,13.5,13.5
0,2,2,6,1,0,26,1,12,2,0,0,13.5,13.5
1,2,4,3,0,0,13,1,4,1,0,0,13.5,13.5
0,1,2,4,0,0,0,1,11,1,0,0,13.5,13.5
0,1,2,7,0,0,26.55,1,13,1,0,0,13.5,13.5
1,1,4,5,0,0,25.9292,1,10,1,0,0,4,5
0,2,2,3,0,0,10.5,1,10,1,0,0,13.5,13.5
1,1,2,6,2,0,133.65,1,10,3,0,0,13.5,13.5
0,2,2,6,0,0,14,1,10,1,0,0,13.5,13.5
1,3,2,1,0,1,12.475,1,8,2,0,1,5,10
1,1,2,2,1,2,120,1,8,4,0,1,2,10
1,1,2,1,0,2,81.8583,1,8,3,0,1,1,5
1,1,2,0,1,2,151.55,1,8,4,0,1,3,5
0,3,2,15,8,2,69.55,1,8,11,0,1,13.5,13.5
0,3,2,15,3,1,25.4667,1,8,5,0,1,13.5,13.5
1,2,2,0,1,1,14.5,1,8,3,0,1,13.5,13.5
1,2,2,0,0,2,29,1,8,3,0,1,13.5,13.5
1,2,2,0,1,1,18.75,1,8,3,0,1,13.5,13.5
0,3,2,1,4,1,39.6875,1,8,6,0,1,13.5,13.5
0,3,2,1,5,2,46.9,1,8,8,0,1,13.5,13.5
1,3,2,1,1,2,20.575,1,8,4,0,1,13.5,13.5
0,3,2,1,3,1,21.075,1,8,5,0,1,13.5,13.5
0,3,2,1,4,1,39.6875,1,8,6,0,1,13.5,13.5
1,3,2,1,4,2,31.3875,1,8,7,0,1,13.5,13.5
1,3,2,1,1,1,15.9,1,8,3,0,1,13.5,13.5
1,2,2,1,1,1,18.75,1,8,3,0,1,13.5,13.5
0,3,2,1,3,2,27.9,1,8,6,0,1,13.5,13.5
0,3,2,1,4,2,31.275,1,8,7,0,1,13.5,13.5
1,3,2,1,1,1,11.1333,1,8,3,0,1,13.5,13.5
0,3,2,1,4,1,39.6875,1,8,6,0,1,13.5,13.5
1,2,2,1,1,1,36.75,1,8,3,0,1,13.5,13.5
1,3,2,1,0,2,20.525,1,8,3,0,1,13.5,13.5
0,3,2,1,4,2,31.3875,1,8,7,0,1,13.5,13.5
0,3,2,1,5,2,46.9,1,8,8,0,1,13.5,13.5
1,3,2,1,1,1,15.9,1,8,3,0,1,13.5,13.5
0,3,2,2,3,2,27.9,1,8,6,0,1,13.5,13.5
0,3,2,2,5,2,46.9,1,8,8,0,1,13.5,13.5
1,2,2,1,2,1,39,1,8,4,0,1,6,5
1,2,2,1,1,1,26,1,8,3,0,1,6,5
1,2,2,1,1,1,26,1,8,3,0,1,6,5
1,1,4,15,1,0,52,1,6,2,0,0,3,10
1,1,4,6,0,1,153.4625,1,6,2,1,0,3,10
1,1,4,4,1,0,53.1,1,6,2,0,0,3,10
1,3,4,3,0,1,12.475,1,6,2,1,0,5,10
1,1,4,6,2,0,51.4792,1,6,3,0,0,3,10
1,1,4,4,1,2,120,1,6,4,1,0,2,10
1,1,4,4,1,0,90,1,6,2,0,0,3,10
1,1,4,4,1,0,83.475,1,6,2,0,0,3,10
0,2,4,6,0,0,10.5,1,6,1,0,0,5,1
1,1,4,6,1,1,93.5,1,6,3,1,0,2,1
1,1,4,4,1,1,79.65,1,6,3,1,0,5,1
1,1,4,4,1,0,55.9,1,6,2,0,0,5,1
1,1,4,5,1,1,52.5542,1,6,3,1,0,4,5
1,2,4,3,0,0,10.5,1,6,1,0,0,6,5
1,2,4,4,0,0,10.5,1,6,1,0,0,6,5
1,1,4,15,0,1,55,1,6,2,0,1,5,5
1,1,4,7,0,0,80,1,6,1,0,0,2,5
0,1,4,3,1,2,151.55,1,6,4,1,0,3,5
1,1,4,15,1,0,51.8625,1,6,2,0,0,4,5
1,1,4,2,1,0,57,1,6,2,0,0,2,5
1,1,4,5,0,0,25.9292,1,6,1,0,0,4,5
1,2,4,4,0,0,13,1,6,1,0,0,4,13.5
1,1,4,15,1,0,133.65,1,6,2,0,0,13.5,13.5
1,3,4,15,1,0,16.1,1,6,2,0,0,13.5,13.5
0,3,4,15,0,0,8.05,1,6,1,0,0,13.5,13.5
1,3,4,15,1,0,16.1,1,6,2,0,0,13.5,13.5
0,3,4,2,1,0,17.8,1,6,2,0,0,13.5,13.5
1,3,4,2,0,1,9.35,1,6,2,0,1,13.5,13.5
1,2,4,2,1,0,26,1,6,2,0,0,13.5,13.5
1,2,4,3,1,1,29,1,6,3,1,0,13.5,13.5
1,3,4,3,1,0,15.85,1,6,2,0,0,13.5,13.5
1,2,4,3,0,2,14.5,1,6,3,1,0,13.5,13.5
1,2,4,3,1,0,26,1,6,2,0,0,13.5,13.5
1,2,4,3,2,3,18.75,1,6,6,1,0,13.5,13.5
1,2,4,3,2,1,27,1,6,4,1,0,13.5,13.5
1,2,4,3,0,1,26,1,6,2,1,0,13.5,13.5
0,2,4,3,1,1,26,1,6,3,1,0,13.5,13.5
0,3,4,3,1,0,16.1,1,6,2,0,0,13.5,13.5
1,3,4,3,0,2,11.1333,1,6,3,1,0,13.5,13.5
0,2,4,3,1,0,21,1,6,2,0,0,13.5,13.5
1,2,4,3,0,0,12.65,1,6,1,0,0,13.5,13.5
0,3,4,3,1,1,14.4,1,6,3,1,0,13.5,13.5
1,2,4,3,1,0,26,1,6,2,0,0,13.5,13.5
1,2,4,3,1,0,26,1,6,2,0,0,13.5,13.5
1,2,4,3,1,0,26,1,6,2,0,0,13.5,13.5
0,3,4,3,0,4,21.075,1,6,5,1,0,13.5,13.5
1,2,4,4,3,0,21,1,6,4,0,0,13.5,13.5
0,3,4,4,1,1,24.15,1,6,3,1,0,13.5,13.5
0,3,4,4,1,0,18,1,6,2,0,0,13.5,13.5
1,3,4,4,1,1,20.525,1,6,3,1,0,13.5,13.5
1,3,4,4,0,0,8.6833,1,6,1,0,0,13.5,13.5
1,2,4,4,1,1,26.25,1,6,3,1,0,13.5,13.5
1,2,4,4,0,0,13,1,6,1,0,0,13.5,13.5
1,3,4,4,3,0,15.85,1,6,4,0,0,13.5,13.5
1,2,4,4,1,2,27.75,1,6,4,1,0,13.5,13.5
1,2,4,4,0,2,26,1,6,3,1,0,13.5,13.5
1,2,4,4,0,1,23,1,6,2,1,0,13.5,13.5
1,2,4,4,1,1,32.5,1,6,3,1,0,13.5,13.5
1,3,4,4,1,1,20.25,1,6,3,1,0,13.5,13.5
1,1,4,4,1,0,52,1,6,2,0,0,13.5,13.5
1,2,4,4,1,0,26,1,6,2,0,0,13.5,13.5
1,3,4,4,1,0,17.4,1,6,2,0,0,13.5,13.5
1,3,4,4,1,5,31.3875,1,6,7,1,0,13.5,13.5
0,3,4,4,1,5,31.275,1,6,7,1,0,13.5,13.5
0,3,4,5,1,0,9.475,1,6,2,0,0,13.5,13.5
1,2,4,5,0,0,15.75,1,6,1,0,0,13.5,13.5
1,2,4,5,1,1,39,1,6,3,1,0,13.5,13.5
0,3,4,5,0,2,20.2125,1,6,3,1,0,13.5,13.5
1,2,4,5,0,1,19.5,1,6,2,1,0,13.5,13.5
0,3,4,5,0,5,39.6875,1,6,6,1,0,13.5,13.5
1,2,4,5,1,0,26,1,6,2,0,0,13.5,13.5
1,2,4,5,0,0,13,1,6,1,0,0,13.5,13.5
0,3,4,5,1,6,46.9,1,6,8,1,0,13.5,13.5
0,2,4,5,1,0,26,1,6,2,0,0,13.5,13.5
0,3,4,5,1,4,27.9,1,6,6,1,0,13.5,13.5
1,2,4,5,1,1,26.25,1,6,3,1,0,13.5,13.5
1,2,4,5,0,0,13.5,1,6,1,0,0,13.5,13.5
1,1,4,5,1,1,164.8667,1,6,3,1,0,13.5,13.5
0,3,4,5,1,0,14.5,1,6,2,0,0,13.5,13.5
0,3,4,5,1,3,34.375,1,6,5,1,0,13.5,13.5
1,2,4,5,1,2,65,1,6,4,1,0,13.5,13.5
1,2,4,6,0,1,26,1,6,2,1,0,13.5,13.5
1,2,4,6,1,3,23,1,6,5,1,0,13.5,13.5
1,2,4,6,0,0,16,1,6,1,0,0,13.5,13.5
1,3,4,7,0,0,9.5875,1,6,1,0,0,13.5,13.5
1,1,4,6,1,0,77.9583,1,6,2,0,0,4,5
1,1,4,4,1,0,53.1,1,6,2,0,0,5,5
1,3,4,3,0,2,16.7,1,6,3,1,0,7,5
0,3,4,3,1,1,10.4625,1,6,3,1,0,7,5
1,1,4,5,0,1,211.3375,1,6,2,1,0,2,5
1,1,4,3,1,0,66.6,1,6,2,0,0,3,5
1,1,4,5,0,0,153.4625,1,4,1,0,0,3,10
1,1,4,6,0,0,26.55,1,4,1,0,0,3,10
1,2,4,3,0,0,10.5,1,4,1,0,0,5,10
1,2,4,4,0,0,13,1,4,1,0,0,5,10
1,1,4,4,0,0,135.6333,1,4,1,0,0,3,10
1,1,4,2,1,2,120,1,4,4,0,1,2,10
1,1,4,2,0,0,86.5,1,4,1,0,0,2,1
1,1,4,4,0,0,86.5,1,4,1,0,0,2,1
1,1,4,4,0,0,93.5,1,4,1,0,0,2,1
1,1,4,2,0,2,79.65,1,4,3,0,1,5,1
1,1,4,2,0,2,26.2833,1,4,3,0,0,4,1
1,1,4,2,0,0,30,1,4,1,0,0,2,1
1,2,4,3,0,0,13,1,4,1,0,0,6,5
1,1,4,3,0,1,55,1,4,2,0,0,5,5
1,1,4,2,0,1,39.4,1,4,2,0,1,4,5
1,1,4,4,0,0,80,1,4,1,0,0,2,5
1,1,4,3,3,2,263,1,4,6,0,0,3,5
1,1,4,3,3,2,263,1,4,6,0,0,3,5
0,1,4,1,1,2,151.55,1,4,4,0,1,3,5
1,1,4,4,0,2,71,1,4,3,0,0,2,5
0,3,4,15,8,2,69.55,1,4,11,0,1,13.5,13.5
0,3,4,15,3,1,25.4667,1,4,5,0,1,13.5,13.5
0,3,4,15,0,0,7.55,1,4,1,0,0,13.5,13.5
0,3,4,15,3,1,25.4667,1,4,5,0,1,13.5,13.5
0,3,4,15,3,1,25.4667,1,4,5,0,1,13.5,13.5
0,3,4,15,0,0,8.05,1,4,1,0,0,13.5,13.5
1,2,4,15,0,0,33,1,4,1,0,0,13.5,13.5
0,3,4,15,8,2,69.55,1,4,11,0,1,13.5,13.5
0,3,4,15,8,2,69.55,1,4,11,0,1,13.5,13.5
0,3,4,15,1,2,23.45,1,4,4,0,1,13.5,13.5
1,3,4,1,1,1,11.1333,1,4,3,0,1,13.5,13.5
0,3,4,1,4,2,31.275,1,4,7,0,1,13.5,13.5
1,3,4,1,0,1,12.2875,1,4,2,0,1,13.5,13.5
1,2,4,1,1,1,26,1,4,3,0,1,13.5,13.5
0,3,4,1,3,2,27.9,1,4,6,0,1,13.5,13.5
0,3,4,1,3,1,21.075,1,4,5,0,1,13.5,13.5
1,3,4,1,0,2,22.025,1,4,3,0,1,13.5,13.5
1,2,4,1,1,1,23,1,4,3,0,1,13.5,13.5
1,2,4,1,1,2,27.75,1,4,4,0,1,13.5,13.5
1,3,4,1,4,2,31.3875,1,4,7,0,1,13.5,13.5
1,3,4,1,0,0,12.475,1,4,1,0,0,13.5,13.5
1,2,4,1,0,1,33,1,4,2,0,1,13.5,13.5
0,3,4,1,4,2,31.275,1,4,7,0,1,13.5,13.5
1,2,4,1,0,2,26.25,1,4,3,0,1,13.5,13.5
0,3,4,1,3,1,21.075,1,4,5,0,1,13.5,13.5
1,2,4,1,0,2,26.25,1,4,3,0,1,13.5,13.5
